Dep_Airport,Arr_Airport,avg_duration,distance_type
PSP,SEA,168.0,Short Haul >1500Mi
PSP,SFO,93.0,Short Haul >1500Mi
PSP,SJC,78.0,Short Haul >1500Mi
PSP,SLC,97.0,Short Haul >1500Mi
PSP,SMF,84.0,Short Haul >1500Mi
PUB,DEN,60.0,Short Haul >1500Mi
PVD,ATL,154.0,Short Haul >1500Mi
PVD,BNA,152.0,Short Haul >1500Mi
PVD,BWI,75.0,Short Haul >1500Mi
PVD,CLT,130.0,Short Haul >1500Mi
PVD,CVG,132.5,Short Haul >1500Mi
PVD,DCA,90.0,Short Haul >1500Mi
PVD,DTW,119.0,Short Haul >1500Mi
PVD,EWR,78.0,Short Haul >1500Mi
PVD,FLL,187.0,Short Haul >1500Mi
PVD,IAD,92.5,Short Haul >1500Mi
PVD,LGA,65.0,Short Haul >1500Mi
PVD,MCO,173.0,Short Haul >1500Mi
PVD,MDW,141.0,Short Haul >1500Mi
PVD,MIA,206.0,Short Haul >1500Mi
PVD,MSP,174.0,Short Haul >1500Mi
PVD,ORD,164.0,Short Haul >1500Mi
PVD,PBI,183.0,Short Haul >1500Mi
PVD,PGD,188.0,Short Haul >1500Mi
PVD,PHL,75.0,Short Haul >1500Mi
PVD,RSW,188.0,Short Haul >1500Mi
PVD,SRQ,195.0,Short Haul >1500Mi
PVD,TPA,182.0,Short Haul >1500Mi
PVU,AUS,154.0,Short Haul >1500Mi
PVU,AZA,98.0,Short Haul >1500Mi
PVU,BNA,201.0,Short Haul >1500Mi
PVU,HOU,179.0,Short Haul >1500Mi
PVU,LAS,84.0,Short Haul >1500Mi
PVU,LAX,111.0,Short Haul >1500Mi
PVU,MDW,188.0,Short Haul >1500Mi
PVU,PDX,121.0,Short Haul >1500Mi
PVU,PHX,96.0,Short Haul >1500Mi
PVU,PIE,252.0,Medium Haul <3000Mi
PVU,SAN,115.0,Short Haul >1500Mi
PVU,SFB,255.0,Medium Haul <3000Mi
PVU,SNA,110.0,Short Haul >1500Mi
PWM,ATL,166.0,Short Haul >1500Mi
PWM,BWI,88.0,Short Haul >1500Mi
PWM,CLT,143.0,Short Haul >1500Mi
PWM,DCA,107.0,Short Haul >1500Mi
PWM,DEN,272.0,Medium Haul <3000Mi
PWM,DFW,253.0,Medium Haul <3000Mi
PWM,DTW,122.0,Short Haul >1500Mi
PWM,EWR,90.0,Short Haul >1500Mi
PWM,IAD,104.0,Short Haul >1500Mi
PWM,JFK,81.0,Short Haul >1500Mi
PWM,LGA,81.0,Short Haul >1500Mi
PWM,MCO,204.0,Short Haul >1500Mi
PWM,MDW,145.0,Short Haul >1500Mi
PWM,MIA,223.0,Short Haul >1500Mi
PWM,MSP,175.0,Short Haul >1500Mi
PWM,ORD,167.0,Short Haul >1500Mi
PWM,PHL,90.0,Short Haul >1500Mi
PWM,RDU,122.5,Short Haul >1500Mi
RAP,AZA,136.0,Short Haul >1500Mi
RAP,CLT,196.0,Short Haul >1500Mi
RAP,DEN,81.0,Short Haul >1500Mi
RAP,DFW,137.0,Short Haul >1500Mi
RAP,LAS,138.0,Short Haul >1500Mi
RAP,MSP,91.5,Short Haul >1500Mi
RAP,ORD,130.0,Short Haul >1500Mi
RDD,LAX,101.0,Short Haul >1500Mi
RDD,SEA,96.0,Short Haul >1500Mi
RDD,SFO,63.0,Short Haul >1500Mi
RDM,DEN,140.5,Short Haul >1500Mi
RDM,LAX,133.0,Short Haul >1500Mi
RDM,PHX,144.0,Short Haul >1500Mi
RDM,SAN,134.0,Short Haul >1500Mi
RDM,SEA,74.0,Short Haul >1500Mi
RDM,SFO,97.0,Short Haul >1500Mi
RDM,SLC,99.0,Short Haul >1500Mi
RDU,ATL,81.0,Short Haul >1500Mi
RDU,AUS,192.0,Short Haul >1500Mi
RDU,BDL,100.0,Short Haul >1500Mi
RDU,BNA,94.0,Short Haul >1500Mi
RDU,BOS,111.0,Short Haul >1500Mi
RDU,BUF,94.0,Short Haul >1500Mi
RDU,BWI,58.0,Short Haul >1500Mi
RDU,CLE,96.0,Short Haul >1500Mi
RDU,CLT,62.0,Short Haul >1500Mi
RDU,CVG,94.0,Short Haul >1500Mi
RDU,DAL,165.0,Short Haul >1500Mi
RDU,DCA,70.0,Short Haul >1500Mi
RDU,DEN,226.0,Short Haul >1500Mi
RDU,DFW,185.0,Short Haul >1500Mi
RDU,DTW,100.0,Short Haul >1500Mi
RDU,EWR,97.0,Short Haul >1500Mi
RDU,FLL,118.0,Short Haul >1500Mi
RDU,HOU,168.0,Short Haul >1500Mi
RDU,IAD,64.0,Short Haul >1500Mi
RDU,IAH,177.0,Short Haul >1500Mi
RDU,IND,104.0,Short Haul >1500Mi
RDU,ISP,91.0,Short Haul >1500Mi
RDU,JFK,98.0,Short Haul >1500Mi
RDU,LAS,292.0,Medium Haul <3000Mi
RDU,LAX,324.0,Medium Haul <3000Mi
RDU,LGA,92.0,Short Haul >1500Mi
RDU,MCI,147.0,Short Haul >1500Mi
RDU,MCO,104.0,Short Haul >1500Mi
RDU,MDW,112.0,Short Haul >1500Mi
RDU,MIA,125.0,Short Haul >1500Mi
RDU,MSP,161.0,Short Haul >1500Mi
RDU,MSY,133.0,Short Haul >1500Mi
RDU,ORD,134.0,Short Haul >1500Mi
RDU,PHL,80.0,Short Haul >1500Mi
RDU,PHX,282.0,Medium Haul <3000Mi
RDU,PIT,79.0,Short Haul >1500Mi
RDU,PWM,115.0,Short Haul >1500Mi
RDU,SBN,107.0,Short Haul >1500Mi
RDU,SDF,155.0,Short Haul >1500Mi
RDU,SEA,345.0,Medium Haul <3000Mi
RDU,SFO,343.0,Medium Haul <3000Mi
RDU,SJU,206.0,Short Haul >1500Mi
RDU,SLC,269.0,Medium Haul <3000Mi
RDU,STL,122.0,Short Haul >1500Mi
RDU,SYR,97.0,Short Haul >1500Mi
RDU,TPA,106.0,Short Haul >1500Mi
RDU,TTN,84.0,Short Haul >1500Mi
RFD,AZA,207.0,Short Haul >1500Mi
RFD,LAS,215.0,Short Haul >1500Mi
RFD,PGD,165.0,Short Haul >1500Mi
RFD,PIE,149.0,Short Haul >1500Mi
RFD,SFB,149.0,Short Haul >1500Mi
RFD,SRQ,154.0,Short Haul >1500Mi
RHI,MSP,56.0,Short Haul >1500Mi
RIC,ATL,98.0,Short Haul >1500Mi
RIC,BNA,110.0,Short Haul >1500Mi
RIC,BOS,94.0,Short Haul >1500Mi
RIC,CLT,77.0,Short Haul >1500Mi
RIC,DEN,237.0,Short Haul >1500Mi
RIC,DFW,197.0,Short Haul >1500Mi
RIC,DTW,102.0,Short Haul >1500Mi
RIC,EWR,93.0,Short Haul >1500Mi
RIC,FLL,135.0,Short Haul >1500Mi
RIC,IAD,46.0,Short Haul >1500Mi
RIC,IAH,188.0,Short Haul >1500Mi
RIC,JFK,84.0,Short Haul >1500Mi
RIC,LAS,297.0,Medium Haul <3000Mi
RIC,LGA,75.0,Short Haul >1500Mi
RIC,MCO,127.0,Short Haul >1500Mi
RIC,MDW,114.0,Short Haul >1500Mi
RIC,MIA,140.5,Short Haul >1500Mi
RIC,MSP,168.0,Short Haul >1500Mi
RIC,ORD,130.0,Short Haul >1500Mi
RIC,PGD,138.0,Short Haul >1500Mi
RIC,PHL,60.0,Short Haul >1500Mi
RIC,PIE,127.0,Short Haul >1500Mi
RIC,RSW,137.0,Short Haul >1500Mi
RIC,SFB,116.0,Short Haul >1500Mi
RIC,SRQ,136.0,Short Haul >1500Mi
RIC,TPA,134.0,Short Haul >1500Mi
RIW,DEN,72.0,Short Haul >1500Mi
RKS,DEN,70.0,Short Haul >1500Mi
RNO,AUS,194.0,Short Haul >1500Mi
RNO,BUR,69.0,Short Haul >1500Mi
RNO,DAL,180.0,Short Haul >1500Mi
RNO,DEN,126.0,Short Haul >1500Mi
RNO,DFW,188.0,Short Haul >1500Mi
RNO,EWR,296.5,Medium Haul <3000Mi
RNO,IAH,211.0,Medium Haul <3000Mi
RNO,JFK,302.5,Medium Haul <3000Mi
RNO,LAS,74.0,Short Haul >1500Mi
RNO,LAX,91.0,Short Haul >1500Mi
RNO,LGB,80.0,Short Haul >1500Mi
RNO,MDW,211.0,Medium Haul <3000Mi
RNO,MSP,185.0,Short Haul >1500Mi
RNO,OAK,54.0,Short Haul >1500Mi
RNO,ORD,218.0,Medium Haul <3000Mi
RNO,PDX,91.0,Short Haul >1500Mi
RNO,PHX,101.0,Short Haul >1500Mi
RNO,SAN,86.0,Short Haul >1500Mi
RNO,SEA,114.0,Short Haul >1500Mi
RNO,SFO,71.0,Short Haul >1500Mi
RNO,SJC,57.0,Short Haul >1500Mi
RNO,SLC,84.0,Short Haul >1500Mi
RNO,SNA,82.0,Short Haul >1500Mi
ROA,ATL,82.0,Short Haul >1500Mi
ROA,BNA,91.5,Short Haul >1500Mi
ROA,CLT,69.0,Short Haul >1500Mi
ROA,LGA,90.0,Short Haul >1500Mi
ROA,ORD,119.0,Short Haul >1500Mi
ROA,PIE,113.0,Short Haul >1500Mi
ROA,SFB,101.0,Short Haul >1500Mi
ROC,ATL,125.0,Short Haul >1500Mi
ROC,BOS,78.0,Short Haul >1500Mi
ROC,BWI,64.0,Short Haul >1500Mi
ROC,CLT,115.5,Short Haul >1500Mi
ROC,DCA,77.0,Short Haul >1500Mi
ROC,DFW,206.5,Short Haul >1500Mi
ROC,DTW,75.0,Short Haul >1500Mi
ROC,EWR,76.0,Short Haul >1500Mi
ROC,IAD,78.0,Short Haul >1500Mi
ROC,JFK,78.0,Short Haul >1500Mi
ROC,LGA,73.0,Short Haul >1500Mi
ROC,MCO,163.0,Short Haul >1500Mi
ROC,MDW,102.0,Short Haul >1500Mi
ROC,MIA,190.0,Short Haul >1500Mi
ROC,MYR,110.0,Short Haul >1500Mi
ROC,ORD,119.0,Short Haul >1500Mi
ROC,PGD,174.0,Short Haul >1500Mi
ROC,PHL,77.0,Short Haul >1500Mi
ROC,SFB,157.0,Short Haul >1500Mi
ROC,TPA,167.0,Short Haul >1500Mi
ROW,DFW,91.0,Short Haul >1500Mi
ROW,PHX,112.0,Short Haul >1500Mi
RST,MSP,47.0,Short Haul >1500Mi
RST,ORD,76.0,Short Haul >1500Mi
RSW,ACY,142.0,Short Haul >1500Mi
RSW,ATL,99.0,Short Haul >1500Mi
RSW,AUS,173.0,Short Haul >1500Mi
RSW,BDL,167.0,Short Haul >1500Mi
RSW,BNA,120.0,Short Haul >1500Mi
RSW,BOS,183.0,Short Haul >1500Mi
RSW,BUF,168.0,Short Haul >1500Mi
RSW,BWI,136.0,Short Haul >1500Mi
RSW,CHS,88.0,Short Haul >1500Mi
RSW,CLE,159.0,Short Haul >1500Mi
RSW,CLT,113.0,Short Haul >1500Mi
RSW,CMH,139.0,Short Haul >1500Mi
RSW,CVG,142.0,Short Haul >1500Mi
RSW,DAL,163.0,Short Haul >1500Mi
RSW,DCA,141.0,Short Haul >1500Mi
RSW,DEN,250.0,Medium Haul <3000Mi
RSW,DFW,176.0,Short Haul >1500Mi
RSW,DTW,166.5,Short Haul >1500Mi
RSW,EWR,166.0,Short Haul >1500Mi
RSW,GRR,177.5,Short Haul >1500Mi
RSW,HOU,151.0,Short Haul >1500Mi
RSW,HPN,169.0,Short Haul >1500Mi
RSW,IAD,139.0,Short Haul >1500Mi
RSW,IAH,152.0,Short Haul >1500Mi
RSW,IND,147.0,Short Haul >1500Mi
RSW,ISP,163.0,Short Haul >1500Mi
RSW,JFK,164.0,Short Haul >1500Mi
RSW,LAX,341.0,Medium Haul <3000Mi
RSW,LGA,162.0,Short Haul >1500Mi
RSW,MCI,180.0,Short Haul >1500Mi
RSW,MCO,48.0,Short Haul >1500Mi
RSW,MDW,168.0,Short Haul >1500Mi
RSW,MHT,180.5,Short Haul >1500Mi
RSW,MKE,179.0,Short Haul >1500Mi
RSW,MSP,210.0,Short Haul >1500Mi
RSW,ORD,183.0,Short Haul >1500Mi
RSW,ORF,119.0,Short Haul >1500Mi
RSW,PHL,156.0,Short Haul >1500Mi
RSW,PIT,144.0,Short Haul >1500Mi
RSW,PVD,169.5,Short Haul >1500Mi
RSW,RIC,141.0,Short Haul >1500Mi
RSW,SDF,139.0,Short Haul >1500Mi
RSW,SEA,379.0,Medium Haul <3000Mi
RSW,SFO,361.5,Medium Haul <3000Mi
RSW,SJU,152.5,Short Haul >1500Mi
RSW,STL,153.0,Short Haul >1500Mi
RSW,SYR,177.0,Short Haul >1500Mi
RSW,TTN,157.0,Short Haul >1500Mi
SAF,AUS,101.0,Short Haul >1500Mi
SAF,DFW,103.0,Short Haul >1500Mi
SAF,PHX,86.0,Short Haul >1500Mi
SAN,ABQ,100.0,Short Haul >1500Mi
SAN,ATL,247.0,Medium Haul <3000Mi
SAN,AUS,165.0,Short Haul >1500Mi
SAN,AZA,80.5,Short Haul >1500Mi
SAN,BLI,170.0,Short Haul >1500Mi
SAN,BNA,224.0,Medium Haul <3000Mi
SAN,BOI,131.0,Short Haul >1500Mi
SAN,BOS,329.0,Medium Haul <3000Mi
SAN,BWI,284.0,Medium Haul <3000Mi
SAN,BZN,161.0,Short Haul >1500Mi
SAN,CLE,264.0,Medium Haul <3000Mi
SAN,CLT,273.0,Medium Haul <3000Mi
SAN,COS,128.0,Short Haul >1500Mi
SAN,DAL,167.0,Short Haul >1500Mi
SAN,DEN,135.0,Short Haul >1500Mi
SAN,DFW,176.0,Short Haul >1500Mi
SAN,DSM,196.5,Short Haul >1500Mi
SAN,DTW,258.0,Medium Haul <3000Mi
SAN,ELP,101.0,Short Haul >1500Mi
SAN,EUG,140.0,Short Haul >1500Mi
SAN,EWR,312.0,Medium Haul <3000Mi
SAN,FAT,75.0,Short Haul >1500Mi
SAN,FCA,182.0,Short Haul >1500Mi
SAN,FLL,284.0,Medium Haul <3000Mi
SAN,FSD,190.0,Short Haul >1500Mi
SAN,GEG,162.0,Short Haul >1500Mi
SAN,HDN,131.5,Short Haul >1500Mi
SAN,HNL,365.0,Medium Haul <3000Mi
SAN,HOU,177.0,Short Haul >1500Mi
SAN,IAD,283.0,Medium Haul <3000Mi
SAN,IAH,186.0,Short Haul >1500Mi
SAN,IDA,133.5,Short Haul >1500Mi
SAN,IND,230.0,Medium Haul <3000Mi
SAN,JAC,143.0,Short Haul >1500Mi
SAN,JFK,320.0,Medium Haul <3000Mi
SAN,KOA,358.0,Medium Haul <3000Mi
SAN,LAS,73.0,Short Haul >1500Mi
SAN,LAX,59.0,Short Haul >1500Mi
SAN,LIH,375.0,Medium Haul <3000Mi
SAN,MCI,180.0,Short Haul >1500Mi
SAN,MCO,281.0,Medium Haul <3000Mi
SAN,MDW,225.0,Medium Haul <3000Mi
SAN,MFR,125.0,Short Haul >1500Mi
SAN,MIA,281.0,Medium Haul <3000Mi
SAN,MRY,82.0,Short Haul >1500Mi
SAN,MSO,160.0,Short Haul >1500Mi
SAN,MSP,213.0,Medium Haul <3000Mi
SAN,MSY,202.0,Medium Haul <3000Mi
SAN,OAK,85.0,Short Haul >1500Mi
SAN,OGG,358.5,Medium Haul <3000Mi
SAN,ORD,235.0,Medium Haul <3000Mi
SAN,PDX,153.0,Short Haul >1500Mi
SAN,PHL,299.0,Medium Haul <3000Mi
SAN,PHX,74.0,Short Haul >1500Mi
SAN,PSC,156.0,Short Haul >1500Mi
SAN,PVU,110.0,Short Haul >1500Mi
SAN,RDM,140.5,Short Haul >1500Mi
SAN,RNO,88.0,Short Haul >1500Mi
SAN,SAT,153.0,Short Haul >1500Mi
SAN,SBP,68.0,Short Haul >1500Mi
SAN,SEA,175.0,Short Haul >1500Mi
SAN,SFO,92.0,Short Haul >1500Mi
SAN,SJC,81.0,Short Haul >1500Mi
SAN,SLC,112.0,Short Haul >1500Mi
SAN,SMF,92.0,Short Haul >1500Mi
SAN,STL,203.0,Medium Haul <3000Mi
SAN,STS,104.0,Short Haul >1500Mi
SAN,TPA,268.0,Medium Haul <3000Mi
SAN,TUS,72.0,Short Haul >1500Mi
SAT,ABQ,97.5,Short Haul >1500Mi
SAT,ATL,132.0,Short Haul >1500Mi
SAT,BNA,123.0,Short Haul >1500Mi
SAT,BOS,239.0,Medium Haul <3000Mi
SAT,BWI,188.0,Short Haul >1500Mi
SAT,CLT,162.0,Short Haul >1500Mi
SAT,COS,117.0,Short Haul >1500Mi
SAT,DAL,60.0,Short Haul >1500Mi
SAT,DEN,130.0,Short Haul >1500Mi
SAT,DFW,70.0,Short Haul >1500Mi
SAT,DTW,176.0,Short Haul >1500Mi
SAT,ELP,86.0,Short Haul >1500Mi
SAT,EWR,219.0,Medium Haul <3000Mi
SAT,FLL,163.0,Short Haul >1500Mi
SAT,HOU,50.0,Short Haul >1500Mi
SAT,IAD,189.0,Short Haul >1500Mi
SAT,IAH,60.0,Short Haul >1500Mi
SAT,JFK,233.0,Medium Haul <3000Mi
SAT,LAS,167.0,Short Haul >1500Mi
SAT,LAX,188.0,Short Haul >1500Mi
SAT,MCI,109.0,Short Haul >1500Mi
SAT,MCO,150.0,Short Haul >1500Mi
SAT,MDW,148.0,Short Haul >1500Mi
SAT,MIA,164.0,Short Haul >1500Mi
SAT,MSP,162.0,Short Haul >1500Mi
SAT,MSY,78.0,Short Haul >1500Mi
SAT,OKC,73.0,Short Haul >1500Mi
SAT,ORD,161.0,Short Haul >1500Mi
SAT,PHX,141.0,Short Haul >1500Mi
SAT,SAN,170.0,Short Haul >1500Mi
SAT,SEA,263.0,Medium Haul <3000Mi
SAT,SFO,225.0,Short Haul >1500Mi
SAT,SLC,169.0,Short Haul >1500Mi
SAT,STL,118.0,Short Haul >1500Mi
SAT,TPA,135.0,Short Haul >1500Mi
SAV,ATL,63.0,Short Haul >1500Mi
SAV,ATW,147.0,Short Haul >1500Mi
SAV,BLV,111.0,Short Haul >1500Mi
SAV,BNA,83.0,Short Haul >1500Mi
SAV,BOS,140.0,Short Haul >1500Mi
SAV,BWI,92.0,Short Haul >1500Mi
SAV,CAK,104.0,Short Haul >1500Mi
SAV,CLT,72.0,Short Haul >1500Mi
SAV,CVG,98.5,Short Haul >1500Mi
SAV,DAL,150.0,Short Haul >1500Mi
SAV,DCA,103.0,Short Haul >1500Mi
SAV,DEN,229.0,Short Haul >1500Mi
SAV,DFW,167.0,Short Haul >1500Mi
SAV,DTW,119.0,Short Haul >1500Mi
SAV,EWR,124.0,Short Haul >1500Mi
SAV,FNT,127.5,Short Haul >1500Mi
SAV,GRR,124.5,Short Haul >1500Mi
SAV,HOU,144.0,Short Haul >1500Mi
SAV,IAD,97.0,Short Haul >1500Mi
SAV,IAH,167.0,Short Haul >1500Mi
SAV,IND,106.0,Short Haul >1500Mi
SAV,JFK,123.0,Short Haul >1500Mi
SAV,LCK,99.0,Short Haul >1500Mi
SAV,LGA,120.0,Short Haul >1500Mi
SAV,MDW,126.0,Short Haul >1500Mi
SAV,MIA,87.0,Short Haul >1500Mi
SAV,MSP,169.0,Short Haul >1500Mi
SAV,ORD,144.0,Short Haul >1500Mi
SAV,PHL,113.0,Short Haul >1500Mi
SAV,PIT,101.0,Short Haul >1500Mi
SAV,SDF,102.0,Short Haul >1500Mi
SBA,DEN,136.0,Short Haul >1500Mi
SBA,DFW,185.0,Short Haul >1500Mi
SBA,LAS,67.0,Short Haul >1500Mi
SBA,LAX,54.0,Short Haul >1500Mi
SBA,OAK,61.0,Short Haul >1500Mi
SBA,PDX,132.0,Short Haul >1500Mi
SBA,PHX,89.0,Short Haul >1500Mi
SBA,SEA,151.0,Short Haul >1500Mi
SBA,SFO,66.0,Short Haul >1500Mi
SBA,SMF,69.0,Short Haul >1500Mi
SBN,ATL,107.0,Short Haul >1500Mi
SBN,AZA,224.0,Medium Haul <3000Mi
SBN,CLT,109.0,Short Haul >1500Mi
SBN,DCA,106.0,Short Haul >1500Mi
SBN,DFW,153.0,Short Haul >1500Mi
SBN,DTW,58.0,Short Haul >1500Mi
SBN,EWR,114.0,Short Haul >1500Mi
SBN,GSP,89.0,Short Haul >1500Mi
SBN,LAS,242.0,Medium Haul <3000Mi
SBN,LAX,282.0,Medium Haul <3000Mi
SBN,LGA,121.0,Short Haul >1500Mi
SBN,MSP,88.0,Short Haul >1500Mi
SBN,ORD,57.0,Short Haul >1500Mi
SBN,PGD,157.0,Short Haul >1500Mi
SBN,PIE,141.0,Short Haul >1500Mi
SBN,RDU,99.0,Short Haul >1500Mi
SBN,SFB,138.0,Short Haul >1500Mi
SBN,SRQ,146.0,Short Haul >1500Mi
SBP,DEN,151.0,Short Haul >1500Mi
SBP,DFW,195.0,Short Haul >1500Mi
SBP,LAS,83.0,Short Haul >1500Mi
SBP,LAX,67.0,Short Haul >1500Mi
SBP,PDX,121.0,Short Haul >1500Mi
SBP,PHX,100.0,Short Haul >1500Mi
SBP,SAN,73.0,Short Haul >1500Mi
SBP,SEA,146.0,Short Haul >1500Mi
SBP,SFO,58.0,Short Haul >1500Mi
SCC,ANC,102.0,Short Haul >1500Mi
SCE,ATL,112.0,Short Haul >1500Mi
SCE,CID,131.0,Short Haul >1500Mi
SCE,DTW,77.0,Short Haul >1500Mi
SCE,EWR,85.0,Short Haul >1500Mi
SCE,LGA,64.0,Short Haul >1500Mi
SCE,ORD,116.0,Short Haul >1500Mi
SCE,PHL,51.0,Short Haul >1500Mi
SCK,LAS,78.0,Short Haul >1500Mi
SCK,PHX,103.0,Short Haul >1500Mi
SDF,ATL,77.0,Short Haul >1500Mi
SDF,AUS,142.0,Short Haul >1500Mi
SDF,BOS,141.0,Short Haul >1500Mi
SDF,BWI,86.0,Short Haul >1500Mi
SDF,CLT,86.0,Short Haul >1500Mi
SDF,DAL,121.0,Short Haul >1500Mi
SDF,DCA,94.0,Short Haul >1500Mi
SDF,DEN,172.0,Short Haul >1500Mi
SDF,DFW,138.0,Short Haul >1500Mi
SDF,DTW,78.0,Short Haul >1500Mi
SDF,EWR,126.0,Short Haul >1500Mi
SDF,FLL,145.0,Short Haul >1500Mi
SDF,HOU,134.0,Short Haul >1500Mi
SDF,IAD,91.0,Short Haul >1500Mi
SDF,IAH,141.0,Short Haul >1500Mi
SDF,JFK,154.5,Short Haul >1500Mi
SDF,LAS,237.0,Medium Haul <3000Mi
SDF,LAX,269.0,Medium Haul <3000Mi
SDF,LGA,124.0,Short Haul >1500Mi
SDF,MCO,119.0,Short Haul >1500Mi
SDF,MDW,66.0,Short Haul >1500Mi
SDF,MIA,151.0,Short Haul >1500Mi
SDF,MSP,124.0,Short Haul >1500Mi
SDF,MYR,84.0,Short Haul >1500Mi
SDF,ORD,87.0,Short Haul >1500Mi
SDF,PGD,132.0,Short Haul >1500Mi
SDF,PHL,109.0,Short Haul >1500Mi
SDF,PHX,225.0,Medium Haul <3000Mi
SDF,PIE,117.0,Short Haul >1500Mi
SDF,RDU,94.5,Short Haul >1500Mi
SDF,RSW,130.0,Short Haul >1500Mi
SDF,SAV,89.5,Short Haul >1500Mi
SDF,SFB,116.0,Short Haul >1500Mi
SDF,SFO,323.0,Medium Haul <3000Mi
SDF,SRQ,121.0,Short Haul >1500Mi
SDF,STL,133.5,Short Haul >1500Mi
SDF,TPA,116.0,Short Haul >1500Mi
SDF,VPS,95.0,Short Haul >1500Mi
SEA,ABQ,171.0,Short Haul >1500Mi
SEA,ALW,63.0,Short Haul >1500Mi
SEA,ANC,214.0,Short Haul >1500Mi
SEA,ATL,279.0,Medium Haul <3000Mi
SEA,AUS,242.0,Medium Haul <3000Mi
SEA,BLI,49.0,Short Haul >1500Mi
SEA,BNA,256.0,Medium Haul <3000Mi
SEA,BOI,83.0,Short Haul >1500Mi
SEA,BOS,316.0,Medium Haul <3000Mi
SEA,BUR,147.0,Short Haul >1500Mi
SEA,BWI,298.0,Medium Haul <3000Mi
SEA,BZN,98.0,Short Haul >1500Mi
SEA,CHS,307.0,Medium Haul <3000Mi
SEA,CLE,264.0,Medium Haul <3000Mi
SEA,CLT,292.0,Medium Haul <3000Mi
SEA,CMH,262.0,Medium Haul <3000Mi
SEA,CVG,255.0,Medium Haul <3000Mi
SEA,DAL,233.0,Medium Haul <3000Mi
SEA,DCA,298.0,Medium Haul <3000Mi
SEA,DEN,156.0,Short Haul >1500Mi
SEA,DFW,229.0,Medium Haul <3000Mi
SEA,DTW,251.0,Medium Haul <3000Mi
SEA,ELP,194.0,Short Haul >1500Mi
SEA,EUG,67.0,Short Haul >1500Mi
SEA,EWR,312.0,Medium Haul <3000Mi
SEA,FAI,221.0,Medium Haul <3000Mi
SEA,FAT,128.0,Short Haul >1500Mi
SEA,FCA,81.0,Short Haul >1500Mi
SEA,FLL,344.0,Medium Haul <3000Mi
SEA,GEG,63.0,Short Haul >1500Mi
SEA,GTF,95.0,Short Haul >1500Mi
SEA,HLN,98.0,Short Haul >1500Mi
SEA,HNL,368.0,Medium Haul <3000Mi
SEA,IAD,292.0,Medium Haul <3000Mi
SEA,IAH,252.0,Medium Haul <3000Mi
SEA,IND,245.0,Medium Haul <3000Mi
SEA,JAC,113.0,Short Haul >1500Mi
SEA,JFK,315.0,Medium Haul <3000Mi
SEA,JNU,148.0,Short Haul >1500Mi
SEA,KOA,369.0,Medium Haul <3000Mi
SEA,KTN,123.0,Short Haul >1500Mi
SEA,LAS,147.0,Short Haul >1500Mi
SEA,LAX,160.0,Short Haul >1500Mi
SEA,LIH,370.0,Medium Haul <3000Mi
SEA,LWS,66.0,Short Haul >1500Mi
SEA,MCI,204.0,Short Haul >1500Mi
SEA,MCO,325.0,Medium Haul <3000Mi
SEA,MDW,233.0,Medium Haul <3000Mi
SEA,MFR,83.0,Short Haul >1500Mi
SEA,MIA,341.0,Medium Haul <3000Mi
SEA,MKE,229.0,Medium Haul <3000Mi
SEA,MRY,137.0,Short Haul >1500Mi
SEA,MSO,86.0,Short Haul >1500Mi
SEA,MSP,194.5,Short Haul >1500Mi
SEA,MSY,270.0,Medium Haul <3000Mi
SEA,OAK,122.0,Short Haul >1500Mi
SEA,OGG,367.0,Medium Haul <3000Mi
SEA,OKC,214.0,Medium Haul <3000Mi
SEA,OMA,192.0,Short Haul >1500Mi
SEA,ONT,153.0,Short Haul >1500Mi
SEA,ORD,236.0,Medium Haul <3000Mi
SEA,PDX,54.0,Short Haul >1500Mi
SEA,PHL,302.0,Medium Haul <3000Mi
SEA,PHX,168.0,Short Haul >1500Mi
SEA,PIT,272.0,Medium Haul <3000Mi
SEA,PSC,59.0,Short Haul >1500Mi
SEA,PSP,160.0,Short Haul >1500Mi
SEA,RDD,95.0,Short Haul >1500Mi
SEA,RDM,65.0,Short Haul >1500Mi
SEA,RDU,296.0,Medium Haul <3000Mi
SEA,RNO,102.0,Short Haul >1500Mi
SEA,RSW,333.0,Medium Haul <3000Mi
SEA,SAN,164.0,Short Haul >1500Mi
SEA,SAT,236.0,Medium Haul <3000Mi
SEA,SBA,146.0,Short Haul >1500Mi
SEA,SBP,142.0,Short Haul >1500Mi
SEA,SFO,127.0,Short Haul >1500Mi
SEA,SIT,143.0,Short Haul >1500Mi
SEA,SJC,126.0,Short Haul >1500Mi
SEA,SLC,117.0,Short Haul >1500Mi
SEA,SMF,108.0,Short Haul >1500Mi
SEA,SNA,161.0,Short Haul >1500Mi
SEA,STL,231.0,Medium Haul <3000Mi
SEA,STS,119.5,Short Haul >1500Mi
SEA,TPA,319.0,Medium Haul <3000Mi
SEA,TUS,179.0,Short Haul >1500Mi
SFB,ABE,143.0,Short Haul >1500Mi
SFB,ALB,156.5,Short Haul >1500Mi
SFB,ATW,175.0,Short Haul >1500Mi
SFB,AUS,158.5,Short Haul >1500Mi
SFB,AVL,87.0,Short Haul >1500Mi
SFB,BGR,181.0,Short Haul >1500Mi
SFB,BIS,236.5,Medium Haul <3000Mi
SFB,BLV,134.0,Short Haul >1500Mi
SFB,BMI,144.0,Short Haul >1500Mi
